case_number	case_name	n_sequences	n_changes	group_name	gt_candidates	test_status	initial_region_span	gap_history	best_candidates	direction_L1	rank_L1_L2	bc_breakpoints_target	gt_breakpoints_target	p_value_vs_L1	p_value_vs_L2	alternative_candidates
2	PP_00194SS	366	636	A.2.1	N/A	N/A	1-5,6-15,17-636	5-17 -> 15-17	A.2.1 + A.D.5.1 + A.2.1	<<	N/A	5-6, 15-16	N/A	2.08e-05	0.00e+00	[], []
2	PP_0019EAF	366	640	A.2.1	N/A	N/A	1-6,7-16,18-640	6-18 -> 16-18	A.2.1 + A.D.5.1 + A.2.1	<<	N/A	6-7, 16-17	N/A	2.08e-05	0.00e+00	[], []
2	PP_0019EBD	366	637	A.2.1	N/A	N/A	1-6,7-16,18-637	6-18 -> 16-18	A.2.1 + A.D.5.1 + A.2.1	<<	N/A	6-7, 16-17	N/A	2.08e-05	0.00e+00	[], []
2	PP_001BVWP	366	563	A.2.1	N/A	N/A	1-11,12-563		A.D.5.3 + A.2.1	<<	N/A	11-12	N/A	0.00e+00	7.37e-05	[], []
2	PP_001BW63	366	532	A.2.1	N/A	N/A	1-11,12-532		A.D.3.1 + A.2.1	<<	N/A	11-12	N/A	0.00e+00	2.37e-45	[], []
2	PP_001BWDP	366	573	A.2.1	N/A	N/A	1-12,13-573		A.D.5.3 + A.2.1	<<	N/A	12-13	N/A	0.00e+00	2.67e-03	[], []
2	PP_001CBSD	366	534	A.2.1	N/A	N/A	1-14,15-534		A.D.3.12 + A.2.1	<<	N/A	14-15	N/A	0.00e+00	2.94e-05	[], []
2	PP_001CBV7	366	568	A.2.1	N/A	N/A	1-10,11-12,15-568	10-15 -> 12-15	A.2.1 + A.D.3.7 + A.2.1	<<	N/A	10-11, 12-13	N/A	1.09e-34	0.00e+00	[], []
2	PP_001CC5M	366	540	A.2.1	N/A	N/A	1-12,13-540		A.D.3.3 + A.2.1	<<	N/A	12-13	N/A	0.00e+00	3.36e+05	[], []
2	PP_001CCD5	366	532	A.2.1	N/A	N/A	1-11,12-532		A.D.3.1 + A.2.1	<<	N/A	11-12	N/A	0.00e+00	2.38e-45	[], []
2	PP_001CCE3	366	568	A.2.1	N/A	N/A	1-12,16-568	12-16	A.D.5.3 + A.2.1	<<	N/A	12-13	N/A	0.00e+00	2.57e-08	[], []
2	PP_001CCF1	366	517	A.2.1	N/A	N/A	1-3,6-11,12-517	3-12 -> 3-6	A.2.1 + A.D.3.7 + A.2.1	<<	N/A	3-4, 11-12	N/A	5.92e-44	0.00e+00	[], []
2	PP_001CCJU	366	618	A.2.1	N/A	N/A	1-6,9-13,14-618	6-14 -> 6-9	A.2.1 + A.D.1.5 + A.2.1	<<	N/A	6-7, 13-14	N/A	2.37e-26	0.00e+00	[], []
2	PP_001CMZP	366	503	A.2.1	N/A	N/A	1-13,14-503		A.D.3.3 + A.2.1	<<	N/A	13-14	N/A	0.00e+00	5.85e+15	[], []
2	PP_001DHKK	366	576	A.2.1	N/A	N/A	1-4,7-13,14-576	4-14 -> 4-7	A.2.1 + A.D.1.5 + A.2.1	<<	N/A	4-5, 13-14	N/A	3.86e-45	0.00e+00	[], []
2	PP_001DHND	366	522	A.2.1	N/A	N/A	1-12,13-522		A.D.5.1 + A.2.1	<<	N/A	12-13	N/A	0.00e+00	1.16e-25	[], []
2	PP_001DHVZ	366	518	A.2.1	N/A	N/A	1-8,14-518	8-14	A.D.5.3 + A.2.1	<<	N/A	13-14	N/A	0.00e+00	3.40e-02	[], []
2	PP_001DJ3H	366	517	A.2.1	N/A	N/A	1-11,12-517		A.D.3.1 + A.2.1	<<	N/A	11-12	N/A	0.00e+00	2.38e-45	[], []
2	PP_001DJ4F	366	517	A.2.1	N/A	N/A	1-11,12-517		A.D.3.1 + A.2.1	<<	N/A	11-12	N/A	0.00e+00	2.37e-45	[], []
2	PP_001DJ87	366	489	A.2.1	N/A	N/A	1-12,13-489		A.D.3.3 + A.2.1	<<	N/A	12-13	N/A	0.00e+00	1.68e+15	[], []
2	PP_001DJ95	366	542	A.2.1	N/A	N/A	1-10,11-542		A.D.3.1 + A.2.1	<<	N/A	10-11	N/A	0.00e+00	2.56e-45	[], []
2	PP_001DJEV	366	516	A.2.1	N/A	N/A	1-4,7-12,13-516	4-13 -> 4-7	A.2.1 + A.D.3.4 + A.2.1	<<	N/A	4-5, 12-13	N/A	8.98e-35	0.00e+00	[], []
2	PP_001DJHN	366	513	A.2.1	N/A	N/A	1-11,12-513		A.D.3.1 + A.2.1	<<	N/A	11-12	N/A	0.00e+00	2.37e-45	[], []
2	PP_001DJXU	366	542	A.2.1	N/A	N/A	1-12,13-542		A.D.5.3 + A.2.1	<<	N/A	12-13	N/A	0.00e+00	2.57e-08	[], []
2	PP_001DK4E	366	494	A.2.1	N/A	N/A	1-12,13-494		A.D.3.3 + A.2.1	<<	N/A	12-13	N/A	0.00e+00	1.68e+15	[], []
2	PP_001HS06	366	498	A.2.1	N/A	N/A	1-3,6-11,12-498	3-12 -> 3-6	A.2.1 + A.D.3.4 + A.2.1	<<	N/A	3-4, 11-12	N/A	8.98e-35	0.00e+00	[], []
2	PP_001HS14	366	563	A.2.1	N/A	N/A	1-4,7-13,14-563	4-14 -> 4-7	A.2.1 + A.D.1.5 + A.2.1	<<	N/A	4-5, 13-14	N/A	3.84e-45	0.00e+00	[], []
2	PP_001HS5W	366	534	A.2.1	N/A	N/A	1-3,6-12,13-534	3-13 -> 3-6	A.2.1 + A.D.1.2 + A.2.1	<<	N/A	3-4, 12-13	N/A	2.68e-45	0.00e+00	[], []
2	PP_001HS6U	366	530	A.2.1	N/A	N/A	1-11,12-530		A.D.3.1 + A.2.1	<<	N/A	11-12	N/A	0.00e+00	2.38e-45	[], []
2	PP_001HSJ3	366	513	A.2.1	N/A	N/A	1-13,14-513		A.D.3.12 + A.2.1	<<	N/A	13-14	N/A	0.00e+00	2.32e+00	[], []
2	PP_001HSMX	366	540	A.2.1	N/A	N/A	1-11,12-540		A.D.3.1 + A.2.1	<<	N/A	11-12	N/A	0.00e+00	2.37e-45	[], []
2	PP_001HSNV	366	529	A.2.1	N/A	N/A	1-11,12-529		A.D.3.1 + A.2.1	<<	N/A	11-12	N/A	0.00e+00	2.38e-45	[], []
2	PP_001HSSM	366	540	A.2.1	N/A	N/A	1-10,11-540		A.D.3.1 + A.2.1	<<	N/A	10-11	N/A	0.00e+00	2.56e-45	[], []
2	PP_001NQF2	366	609	A.2.1	N/A	N/A	1-5,6-15,17-609	5-17 -> 15-17	A.2.1 + A.D.5.1 + A.2.1	<<	N/A	5-6, 15-16	N/A	2.08e-05	0.00e+00	[], []
2	PP_001NQV7	366	565	A.2.1	N/A	N/A	1-12,13-565		A.D.5.3 + A.2.1	<<	N/A	12-13	N/A	0.00e+00	4.36e-07	[], []
2	PP_001NR1V	366	667	A.2.1	N/A	N/A	1-6,7-17,19-667	6-19 -> 17-19	A.2.1 + A.D.5.1 + A.2.1	<<	N/A	6-7, 17-18	N/A	3.68e-05	0.00e+00	[], []
2	PP_001UPMC	366	655	A.2.1	N/A	N/A	1-5,6-15,17-655	5-17 -> 15-17	A.2.1 + A.D.5.1 + A.2.1	<<	N/A	5-6, 15-16	N/A	2.08e-05	0.00e+00	[], []
2	PP_001UPWU	366	646	A.2.1	N/A	N/A	1-5,6-15,17-646	5-17 -> 15-17	A.2.1 + A.D.5.1 + A.2.1	<<	N/A	5-6, 15-16	N/A	2.08e-05	0.00e+00	[], []
2	PP_001WPM8	366	554	A.2.1	N/A	N/A	1-11,12-554		A.D.5.3 + A.2.1	<<	N/A	11-12	N/A	0.00e+00	1.90e+04	[], []
3	PP_001DKZP	397	42	A.D.3.NmC1	N/A	N/A	1-7,8-42		A.D.3.NmC1 + A.D.3	<<	N/A	7-8	N/A	1.81e-04	2.33e-14	[], []
3	PP_001DL1K	397	42	A.D.3.NmC1	N/A	N/A	1-7,8-42		A.D.3.NmC1 + A.D.3	<<	N/A	7-8	N/A	1.81e-04	2.33e-14	[], []
3	PP_001DL77	397	43	A.D.3.NmC1	N/A	N/A	1-22,23-43		A.D.3.NmC1 + A.D.3	>>	N/A	22-23	N/A	1.53e-04	1.60e-20	[], []
3	PP_001KTAF	397	46	A.D.3.NmC1	N/A	N/A	1-37,38-46		A.D.4.NmC1 + A.D.3	>>	N/A	37-38	N/A	8.16e-27	1.35e-32	[], []
3	PP_001K3WY	397	47	A.D.3.NmC1	N/A	N/A	1-6,8-47	6-8	A.D.4.NmC2 + A.D.3	<<	N/A	7-8	N/A	1.84e-06	5.02e-15	[], []
3	PP_001M947	397	50	A.D.3.NmC1	N/A	N/A	1-4,5-50		A.D.3.NmC1 + A.D.3.NmC2	<<	N/A	4-5	N/A	2.09e-01	4.09e-30	[], []
3	PP_001MA9W	397	52	A.D.3.NmC1	N/A	N/A	1-5,6-52		A.3.1.1 + A.D.3.NmC2	<<	N/A	5-6	N/A	4.37e-116	5.34e-66	[], []
3	PP_001N1JJ	397	46	A.D.3.NmC1	N/A	N/A	1-42,43-46		A.D.3.NmC1 + A.3.1.NmC1	>>	N/A	42-43	N/A	2.71e-04	2.43e-292	[], []
3	PP_001TRUY	397	58	A.D.3.NmC1	N/A	N/A	1-5,6-58		A.D.4.NmC1 + A.D.3.NmC2	<<	N/A	5-6	N/A	2.57e-60	2.94e-17	[], []
3	PP_001T7WC	397	65	A.D.3.NmC1	N/A	N/A	1-45,46-65		A.D.3.NmC1 + A.D.5.NmC1	>>	N/A	45-46	N/A	4.37e-37	5.96e-155	[], []
3	PP_001T7Y8	397	64	A.D.3.NmC1	N/A	N/A	1-42,51-64	42-51	A.D.3.NmC1 + A.D.5.NmC1	>>	N/A	42-43	N/A	6.83e-24	2.53e-131	[], []
3	PP_001GW13	397	57	A.D.3.NmC1	N/A	N/A	1-5,6-57		A.D.4.NmC3 + A.D.3.NmC1	<<	N/A	5-6	N/A	1.86e-26	3.90e+13	[], []
3	PP_001GW21	397	56	A.D.3.NmC1	N/A	N/A	1-6,7-56		A.D.4.NmC1 + A.D.3.NmC1	<<	N/A	6-7	N/A	1.86e-54	5.10e-02	[], []
4	PP_001JLL3	425	40	A.D.5.NmC1	N/A	N/A	1-5,27-40	5-27	A.D.2.1 + A.D.5.NmC1	<<	N/A	5-6	N/A	0.00e+00	2.87e-01	[], []
4	PP_001JLRT	425	39	A.D.5.NmC1	N/A	N/A	1-5,26-39	5-26	A.D.2.1 + A.D.5.NmC1	<<	N/A	5-6	N/A	0.00e+00	2.87e-01	[], []
4	PP_001DP66	425	42	A.D.5.NmC1	N/A	N/A	1-33,37-42	33-37	A.D.5.NmC1 + A.2.1.1	>>	N/A	36-37	N/A	1.17e-04	0.00e+00	[], []
4	PP_001DP74	425	41	A.D.5.NmC1	N/A	N/A	1-31,36-41	31-36	A.D.5.NmC1 + A.2.1.1	>>	N/A	35-36	N/A	1.17e-04	0.00e+00	[], []
4	PP_001FC1P	425	41	A.D.5.NmC1	N/A	N/A	1-33,37-41	33-37	A.D.5.NmC1 + A.2.1.1	>>	N/A	36-37	N/A	8.63e-04	0.00e+00	[], []
4	PP_001DPLB	425	42	A.D.5.NmC1	N/A	N/A	1-33,37-42	33-37	A.D.5.NmC1 + A.2.1.1	>>	N/A	36-37	N/A	1.17e-04	0.00e+00	[], []
4	PP_001DP90	425	43	A.D.5.NmC1	N/A	N/A	1-34,38-43	34-38	A.D.5.NmC1 + A.2.1.1	>>	N/A	37-38	N/A	1.17e-04	0.00e+00	[], []
4	PP_001AULC	425	35	A.D.5.NmC1	N/A	N/A	1-27,31-35	27-31	A.D.5.NmC1 + A.2.1.1	>>	N/A	30-31	N/A	8.63e-04	0.00e+00	[], []
4	PP_001DGMG	425	43	A.D.5.NmC1	N/A	N/A	1-34,38-43	34-38	A.D.5.NmC1 + A.2.1.1	>>	N/A	37-38	N/A	1.17e-04	0.00e+00	[], []
4	PP_001DH3J	425	49	A.D.5.NmC1	N/A	N/A	1-40,44-49	40-44	A.D.5.NmC1 + A.2.1.1	>>	N/A	43-44	N/A	1.17e-04	0.00e+00	[], []
4	PP_001DGV0	425	43	A.D.5.NmC1	N/A	N/A	1-34,38-43	34-38	A.D.5.NmC1 + A.2.1.1	>>	N/A	37-38	N/A	1.17e-04	0.00e+00	[], []
